RW00342526, 124, 1.1.2.4.3
RW00337165, 57, 1.1.2.4.3
RW00358441, 58, 1.1.2.4.3
RW00338142, 45, 1.1.2.4.3
RW00383466, 42, 1.1.2.4.3
RW00341313, 42, 1.1.2.4.3
RW00368442, 97, 1.1.2.4.1
RW00283909, 99, 1.1.2.4.1
RW00302258, 100, 1.1.2.4.1
RW00322360, 97, 1.1.2.4.1
RW00344729, 52, 1.1.2.4.1
RW00374958, 50, 1.1.2.4.1
RW00298977, 50, 1.1.2.4.1
330236, 88, 1.1.2.4.4
RW00316112, 114, 1.1.2.4.4
RW0252597, 89, 1.1.2.4.4
RW00284853, 87, 1.1.2.4.4
RW00314306, 85, 1.1.2.4.4
RW00368555, 83, 1.1.2.4.4
RW00379310, 85, 1.1.2.4.4
RW00271180, 87, 1.1.2.4.4
RW00369716, 92, 1.1.2.4.4
RW00311878, 85, 1.1.2.4.4
RW00341130, 113, 1.1.2.4.4
RW00359523, 107, 1.1.2.4.4
RW00392038, 109, 1.1.2.4.4
RW00303327, 100, 1.1.2.4.4
RW00266618, 97, 1.1.2.4.4
RW00393595, 92, 1.1.2.4.4
RW00284168, 83, 1.1.2.4.4
RW00362537, 110, 1.1.2.4.4
RW00383690, 37, 1.1.2.4.4
RW0182231, 40, 1.1.2.4.4
RW0221164, 34, 1.1.2.4.4
RW00396088, 74, 1.1.2.1.1
RW00395646, 91, 1.1.2.1.1
RW00305055, 99, 1.1.2.1.1
RW00331343, 74, 1.1.2.1.1
RW00383193, 65, 1.1.2.1.1
RW00357763, 88, 1.1.2.1.1
RW00326876, 68, 1.1.2.1.1
RW00305484, 113, 1.1.2.1.1
RW00302195, 122, 1.1.2.1.1
RW00286037, 67, 1.1.2.1.1
RW00352644, 67, 1.1.2.1.1
RW00308591, 73, 1.1.2.1.1
RW00373021, 109, 1.1.2.1.1
RW00393993, 68, 1.1.2.1.1
RW00386079, 70, 1.1.2.1.1
RW00268867, 103, 1.1.2.1.1
RW00357282, 65, 1.1.2.1.1
RW0238028, 156, 1.1.2.1.1
RW00312041, 72, 1.1.2.1.1
RW00265739, 71, 1.1.2.1.1
RW0166095, 78, 1.1.2.1.1
RW00369998, 75, 1.1.2.1.1
RW00360205, 73, 1.1.2.1.1
RW00362790, 71, 1.1.2.1.1
RW00375566, 68, 1.1.2.1.1
RW00366574, 19, 1.1.2.1.1
RW00396085, 52, 1.1.2.1.4
RW00395457, 57, 1.1.2.1.4
RW00395164, 55, 1.1.2.1.4
RW00260618, 58, 1.1.2.1.4
RW00374293, 52, 1.1.2.1.4
RW00376319, 57, 1.1.2.1.4
RW00384538, 53, 1.1.2.1.4
RW00386100, 53, 1.1.2.1.4
RW00378910, 52, 1.1.2.1.4
RW00387035, 52, 1.1.2.1.4
RW00374857, 58, 1.1.2.1.4
RW00349626, 55, 1.1.2.1.4
RW00377909, 52, 1.1.2.1.4
RW00386011, 57, 1.1.2.1.4
RW0234372, 54, 1.1.2.1.4
RW00318660, 19, 1.1.2.1.4
RW00266798, 18, 1.1.2.1.4
RW0174875, 15, 1.1.2.1.4
RW00339962, 72, 1.1.2.4.2
RW00354483, 70, 1.1.2.4.2
RW00337728, 70, 1.1.2.4.2
RW00338962, 71, 1.1.2.4.2
RW00342478, 72, 1.1.2.4.2
RW00328615, 67, 1.1.2.4.2
RW00277209, 72, 1.1.2.4.2
RW00351566, 70, 1.1.2.4.2
RW00363374, 69, 1.1.2.4.2
RW00356870, 67, 1.1.2.4.2
RW00326185, 67, 1.1.2.4.2
RW00385185, 67, 1.1.2.4.2
RW00299202, 70, 1.1.2.4.2
RW00330192, 68, 1.1.2.4.2
RW00287968, 73, 1.1.2.4.2
RW00265677, 68, 1.1.2.4.2
RW00315887, 69, 1.1.2.4.2
RW00291571, 68, 1.1.2.4.2
RW0175705, 72, 1.1.2.4.2
RW00356156, 73, 1.1.2.4.2
RW00342086, 68, 1.1.2.4.2
RW00275481, 70, 1.1.2.4.2
RW00282730, 69, 1.1.2.4.2
RW00380538, 67, 1.1.2.4.2
RW00341230, 68, 1.1.2.4.2
RW00377123, 68, 1.1.2.4.2
RW00341291, 69, 1.1.2.4.2
RW00377938, 68, 1.1.2.4.2
RW00358714, 74, 1.1.2.4.2
RW00362848, 37, 1.1.2.4.2
RW00385237, 42, 1.1.2.4.2
RW00357225, 42, 1.1.2.4.2
RW00296764, 42, 1.1.2.4.2
RW0189397, 40, 1.1.2.4.2
RW00360249, 39, 1.1.2.4.2
RW00396516, 57, 1.1.2.1.2
